review_id,source,dl_label,confidence
1,apple_store,positive,0.978228747844696
2,apple_store,positive,0.9873155355453491
3,apple_store,negative,0.9982534050941467
4,apple_store,positive,0.9449396133422852
5,apple_store,negative,0.999686598777771
6,apple_store,negative,0.9927460551261902
7,apple_store,positive,0.8490965962409973
8,apple_store,negative,0.9966377019882202
9,apple_store,negative,0.9991651773452759
10,apple_store,positive,0.9994494318962097
11,apple_store,positive,0.9998356103897095
12,apple_store,negative,0.9864393472671509
13,apple_store,positive,0.9998289346694946
14,apple_store,negative,0.9926522970199585
15,apple_store,negative,0.9988688826560974
16,apple_store,negative,0.9986155033111572
17,apple_store,negative,0.9993458390235901
18,apple_store,negative,0.9773644804954529
19,apple_store,positive,0.6881013512611389
20,apple_store,negative,0.9924930930137634
21,apple_store,negative,0.9964596629142761
22,apple_store,positive,0.9996167421340942
23,apple_store,negative,0.9973612427711487
24,apple_store,positive,0.9928786158561707
25,apple_store,negative,0.9817801117897034
26,apple_store,negative,0.7837827205657959
27,apple_store,negative,0.9985659718513489
28,apple_store,positive,0.9980834722518921
29,apple_store,positive,0.9891124367713928
30,apple_store,negative,0.9951142072677612
31,apple_store,negative,0.992311418056488
32,apple_store,positive,0.9822863936424255
33,apple_store,negative,0.9988372921943665
34,apple_store,positive,0.9907813668251038
35,apple_store,positive,0.7534233331680298
36,apple_store,negative,0.9992653727531433
37,apple_store,negative,0.9197412729263306
38,apple_store,negative,0.9969474673271179
39,apple_store,negative,0.8867650628089905
40,apple_store,positive,0.9995852112770081
41,apple_store,negative,0.9266817569732666
42,apple_store,positive,0.9973019361495972
43,apple_store,positive,0.994941771030426
44,apple_store,negative,0.9955087900161743
45,apple_store,negative,0.9996247291564941
46,apple_store,positive,0.9995816349983215
47,apple_store,negative,0.9992225170135498
48,apple_store,positive,0.9998716115951538
49,apple_store,negative,0.9934595823287964
50,apple_store,negative,0.9996218681335449
51,apple_store,positive,0.9620751142501831
52,apple_store,negative,0.9971210360527039
53,apple_store,negative,0.9989670515060425
54,apple_store,negative,0.9987993240356445
55,apple_store,negative,0.9989150762557983
56,apple_store,positive,0.9998276233673096
57,apple_store,negative,0.6322035789489746
58,apple_store,positive,0.9980332255363464
59,apple_store,positive,0.999847412109375
60,apple_store,positive,0.9990824460983276
61,apple_store,negative,0.9596606492996216
62,apple_store,negative,0.9996631145477295
63,apple_store,negative,0.9970122575759888
64,apple_store,negative,0.8583632707595825
65,apple_store,negative,0.9975892305374146
66,apple_store,negative,0.9970160722732544
67,apple_store,positive,0.9997509121894836
68,apple_store,positive,0.9954845905303955
69,apple_store,positive,0.9994426369667053
70,apple_store,negative,0.9960284233093262
71,apple_store,negative,0.9978406429290771
72,apple_store,positive,0.9987003803253174
73,apple_store,negative,0.999230146408081
74,apple_store,negative,0.9952415227890015
75,apple_store,negative,0.994636595249176
76,apple_store,negative,0.9996592998504639
77,apple_store,negative,0.8441365957260132
78,apple_store,positive,0.9998161196708679
79,apple_store,negative,0.9982835054397583
80,apple_store,negative,0.9950413107872009
81,apple_store,negative,0.9995927214622498
82,apple_store,negative,0.9987998008728027
83,apple_store,negative,0.9860511422157288
84,apple_store,negative,0.9987603425979614
85,apple_store,negative,0.998691976070404
86,apple_store,negative,0.9992446899414062
87,apple_store,negative,0.9848426580429077
88,apple_store,positive,0.9998533725738525
89,apple_store,positive,0.9956139326095581
90,apple_store,positive,0.8128977417945862
91,apple_store,negative,0.9941180944442749
92,apple_store,positive,0.9998805522918701
93,apple_store,negative,0.998460054397583
94,apple_store,negative,0.9665949940681458
95,apple_store,negative,0.98736572265625
96,apple_store,negative,0.9986565113067627
97,apple_store,positive,0.9780569672584534
98,apple_store,positive,0.9997822642326355
99,apple_store,positive,0.990036129951477
100,apple_store,negative,0.9996768236160278
101,google_play,negative,0.9993278980255127
102,google_play,positive,0.9858724474906921
103,google_play,negative,0.97599196434021
104,google_play,negative,0.9978972673416138
105,google_play,negative,0.9969719648361206
106,google_play,negative,0.9996931552886963
107,google_play,negative,0.9968180656433105
108,google_play,negative,0.9836651682853699
109,google_play,negative,0.9995604157447815
110,google_play,negative,0.9990907907485962
111,google_play,negative,0.9993230104446411
112,google_play,negative,0.9827374815940857
113,google_play,negative,0.9993833303451538
114,google_play,negative,0.994856595993042
115,google_play,negative,0.999234676361084
116,google_play,negative,0.9931486248970032
117,google_play,negative,0.9745281934738159
118,google_play,negative,0.9893062710762024
119,google_play,negative,0.9972336888313293
120,google_play,negative,0.9992437362670898
121,google_play,negative,0.9983311295509338
122,google_play,negative,0.9945489764213562
123,google_play,negative,0.9992813467979431
124,google_play,negative,0.9949195981025696
125,google_play,negative,0.9984877109527588
126,google_play,negative,0.998976469039917
127,google_play,negative,0.9659784436225891
128,google_play,positive,0.9968132376670837
129,google_play,negative,0.9951199293136597
130,google_play,negative,0.9967356324195862
131,google_play,negative,0.9918333292007446
132,google_play,negative,0.9990524649620056
133,google_play,negative,0.9996966123580933
134,google_play,negative,0.9994004964828491
135,google_play,negative,0.985186755657196
136,google_play,negative,0.9994785189628601
137,google_play,negative,0.9976307153701782
138,google_play,negative,0.999525785446167
139,google_play,negative,0.999570906162262
140,google_play,negative,0.9988201260566711
141,google_play,negative,0.9715444445610046
142,google_play,positive,0.8002825379371643
143,google_play,negative,0.9961703419685364
144,google_play,negative,0.9928136467933655
145,google_play,negative,0.99903404712677
146,google_play,negative,0.9981129169464111
147,google_play,negative,0.9992450475692749
148,google_play,negative,0.9984487295150757
149,google_play,negative,0.9975322484970093
150,google_play,negative,0.9903563857078552
151,google_play,negative,0.9988924860954285
152,google_play,negative,0.9990807771682739
153,google_play,negative,0.9907656908035278
154,google_play,negative,0.9355443716049194
155,google_play,negative,0.9980639815330505
156,google_play,negative,0.9972833395004272
157,google_play,negative,0.9995889067649841
158,google_play,positive,0.9947910308837891
159,google_play,negative,0.9655717015266418
160,google_play,negative,0.9994779229164124
161,google_play,negative,0.9902310967445374
162,google_play,negative,0.9988657236099243
163,google_play,negative,0.9744789600372314
164,google_play,positive,0.9615879654884338
165,google_play,negative,0.9984354376792908
166,google_play,negative,0.970084547996521
167,google_play,negative,0.9973733425140381
168,google_play,negative,0.9994951486587524
169,google_play,negative,0.999609649181366
170,google_play,positive,0.9992008805274963
171,google_play,negative,0.9983429908752441
172,google_play,negative,0.9976109266281128
173,google_play,positive,0.8251249194145203
174,google_play,negative,0.9963980913162231
175,google_play,negative,0.9975689053535461
176,google_play,negative,0.9582163095474243
177,google_play,negative,0.9585770964622498
178,google_play,negative,0.9993434548377991
179,google_play,negative,0.991314709186554
180,google_play,negative,0.9344132542610168
181,google_play,negative,0.9987713694572449
182,google_play,negative,0.9842000007629395
183,google_play,negative,0.9527308940887451
184,google_play,negative,0.5614645481109619
185,google_play,negative,0.999300479888916
186,google_play,negative,0.9983735084533691
187,google_play,negative,0.9731733202934265
188,google_play,negative,0.9980463981628418
189,google_play,negative,0.8604657053947449
190,google_play,positive,0.6402391791343689
191,google_play,positive,0.9963551759719849
192,google_play,negative,0.9917872548103333
193,google_play,negative,0.98816978931427
194,google_play,negative,0.9952397346496582
195,google_play,negative,0.9969940185546875
196,google_play,negative,0.9994751811027527
197,google_play,negative,0.9981217980384827
198,google_play,negative,0.9992644190788269
199,google_play,negative,0.9993816614151001
200,google_play,positive,0.7470064759254456
